"0000",1.,-2.8318785042790973,3.0392822692245707,-1.340472470603335,2.027282287248388,-3.4836658790290866
"1000",0.,0.5319148936170213,-1.2129743235213588,0.9910548453815734,-0.22589293780303915,0.8260784289300346
"0100",0.,0.6578947368421053,-1.3856925401379832,1.0320286225037048,-0.5194318279435577,1.8728817459000071
"0010",0.,0.9174311926605505,-1.9332484615776853,0.9056847674849158,0.7907394361068797,0.9687389215526133
"0001",0.,0.7246376811594203,-2.0520858726660127,2.202378455959834,-0.9713568627560398,1.469045135687238
"1100",0.,0.,0.4328254847645429,-0.436477959214564,0.10799143273762879,-0.9975589838980792
"1010",0.,0.,0.5304127708763151,-0.6662709460300601,-0.03576296520739591,-0.13668282848026553
"1001",0.,0.,0.39962809859343673,-0.8522457680487049,0.6636186576330589,-0.34366292815936483
"0110",0.,0.,0.9148403754563966,-1.216232542711124,-0.9753281372325534,2.529119072118224
"0101",0.,0.,0.6029230464148736,-1.217530538586746,0.4834572225356599,0.5611021590115857
"0011",0.,0.,0.6640891525729042,-1.8222721530614192,1.852990674866393,-0.7247212993976686
"1110",0.,0.,0.,0.8393030967489877,-0.5562190044565659,-2.3654159467395472
"1101",0.,0.,0.,0.5233666971969897,-0.6288997425670355,-0.7223607446242918
"1011",0.,0.,0.,0.44773206512648117,-0.8522085158783169,0.23159581074768998
"0111",0.,0.,0.,0.6099538278534671,-1.6029752447135528,1.4770836006660941
"1111",0.,0.,0.,0.,0.4419955274300486,-1.1615762642851832
